id;reference_number;species_number;record;sampled_habitat;active_methods;passive_methods;complementary_methods;period;month_start;year_start;month_finish;year_finish;effort_months;country;state;state_abbreviation;municipality;site;latitude;longitude;coordinate_precision;altitude;temperature;precipitation
amp1122;1041; 1;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,991667;-37,63444;gms;  32;24,83;1598
amp1123;1041; 1;co;re,du,br;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-12,005000;-37,63972;gms;  10;24,94;1604
amp1124;1041;13;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,998889;-37,67972;gms;  30;24,78;1660
amp1125;1041; 2;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-12,006944;-37,68194;gms;  27;24,80;1653
amp1126;1041; 6;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,997500;-37,64750;gms;  37;24,78;1610
amp1127;1041; 3;co;tp,pp,sw;as,qs;NA;NA;tw,ni; 7;2015;11;2015;  4;Brazil;Bahia;BR-BA;Conde;Área de Proteção Ambiental do Litoral Norte do Estado da Bahia;-11,815278;-37,62111;gms;   7;25,03;1571
amp1128;1042; 2;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,406389;-38,47583;NA; 117;24,05;1434
amp1129;1042; 2;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,386944;-38,47944;NA; 146;23,88;1418
amp1130;1042; 2;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,395000;-38,49750;NA; 141;23,90;1418
amp1131;1042; 1;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,404722;-38,49361;NA; 153;23,83;1423
amp1132;1042; 2;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,405833;-38,45528;NA; 158;23,81;1455
amp1133;1042; 9;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;São Sebastião do Passé;NA;-12,432500;-38,56028;NA; 123;23,95;1425
amp1134;1042; 3;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,368889;-38,45556;NA; 186;23,64;1417
amp1135;1042; 1;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,388333;-38,44139;NA; 137;23,95;1429
amp1136;1042; 1;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,395000;-38,44972;NA; 159;23,81;1444
amp1137;1042;21;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;São Sebastião do Passé;NA;-12,450833;-38,40500;NA; 155;23,86;1509
amp1138;1042; 1;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,393889;-38,38694;NA; 163;23,79;1469
amp1139;1042;11;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;São Sebastião do Passé;NA;-12,509444;-38,45306;NA; 141;24,00;1580
amp1140;1042; 9;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Pojuca;NA;-12,390833;-38,37056;NA; 101;24,16;1471
amp1141;1042; 5;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,365556;-38,37361;NA; 136;23,97;1461
amp1142;1042; 1;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Pojuca;NA;-12,405000;-38,37111;NA; 106;24,12;1481
amp1143;1042; 2;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;São Sebastião do Passé;NA;-12,562222;-38,41917;NA; 108;24,21;1656
amp1144;1042; 4;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Pojuca;NA;-12,423056;-38,36694;NA; 131;23,97;1489
amp1145;1042; 6;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;São Sebastião do Passé;NA;-12,524722;-38,41472;NA; 115;24,09;1605
amp1146;1042; 4;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Araçás;NA;-12,266389;-38,29028;NA; 132;23,85;1459
amp1147;1042; 2;ab;NA;qs;NA;NA;mo,ni; 5;NA;12;NA;NA;Brazil;Bahia;BR-BA;Catu;NA;-12,280000;-38,39472;NA; 156;23,73;1374
amp1148;1043;24;co;tp,pp,la,ll,is,br;as,tr;NA;NA;tw,ni; 4;2001;12;2001;  8;Brazil;Bahia;BR-BA;Mata de São João;Reserva Sapiranga;-12,566944;-38,03667;NA;  25;24,82;1686
amp1149;1043;24;co;tp,pp,ll,is,br;as,tr;NA;NA;tw,ni; 3;2001;11;2001;  8;Brazil;Bahia;BR-BA;Santa Terezinha e Elísio Medrado;Serra da Jibóia;-12,840556;-39,48167;NA; 536;21,00; 872
amp1150;1044;29;co;fo,is;as;pt;NA;mo,da,tw,ni; 1;2013; 2;2013;  1;Brazil;Bahia;BR-BA;Palmeiras;Parque Nacional da Chapada Diamantina;-12,542778;-41,48167;gms;1049;19,88; 873
amp1151;1045;12;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Ilhéus;NA;-14,742222;-39,10556;gms;  48;24,48;1915
amp1152;1045; 2;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Itambé;NA;-15,182778;-40,34111;gms; 322;23,11; 894
amp1153;1045;16;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Valença;NA;-13,342222;-39,19528;gms; 168;23,33;1908
amp1154;1045;11;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Ubaíra;NA;-13,121944;-39,65944;gms; 814;19,21;1060
amp1155;1045; 6;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Nilo Peçanha;NA;-13,649444;-39,21028;gms; 132;23,54;1980
amp1156;1045; 7;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Wenceslau Guimarães;NA;-13,553889;-39,70194;gms; 474;21,13;1453
amp1157;1045;11;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Camamu;NA;-14,014167;-39,18222;gms; 160;23,49;2149
amp1158;1045; 9;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Bahia;BR-BA;Jaguaripe;NA;-13,195556;-39,02389;gms;  65;24,09;1904
amp1159;1046;15;co;sp;as,tr;NA;NA;tw,ni;12;2012;11;2013; 11;Brazil;Bahia;BR-BA;Vitória da Conquista;Câmpus da Universidade Estadual do Sudoeste da Bahia;-14,892778;-40,80250;gms; 859;20,09; 780
amp1160;1046; 9;co;is;as,tr;NA;NA;tw,ni;12;2012;11;2013; 11;Brazil;Bahia;BR-BA;Vitória da Conquista;Estádio Municipal Lomanto Júnior;-14,870000;-40,82472;gms; 892;19,98; 781
amp1161;1046; 6;co;la;as,tr;NA;NA;tw,ni;12;2012;11;2013; 11;Brazil;Bahia;BR-BA;Vitória da Conquista;Parque Municipal da Lagoa das Bateias;-14,855278;-40,87028;gms; 904;20,04; 773
amp1162;1047;12;co;fo,tp,pp;as;NA;NA;tw,ni; 8;2011; 7;2012; 11;Brazil;Bahia;BR-BA;Itapetinga;Parque Municipal da Matinha;-15,203889;-40,20278;gms; 296;23,16; 888
amp1163;1048; 8;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Bahia;BR-BA;Porto Seguro;Trancoso;-16,651389;-39,09667;gm;   3;NA;NA
amp1164;1048; 5;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Bahia;BR-BA;Prado;Prado;-17,299722;-39,22222;gm;   7;NA;NA
amp1165;1049;32;co;fo,tp,sp,la,os;as,sb;pt;NA;mo,da,tw,ni;11;2009; 2;2012; 27;Brazil;Bahia;BR-BA;Jequié;Fazenda Serra do Brejo Novo;-13,944722;-40,10917;gms; 629;20,65; 826
amp1166;1050;18;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Cairu;Fazenda Subaúma;-13,525278;-39,03528;gm;  47;24,24;2183
amp1167;1050;23;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Nilo Peçanha;Fazenda São João;-13,700833;-39,23278;gm; 232;22,96;1982
amp1168;1050;19;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Wenceslau Guimarães;Estação Ecológica Estadual Nova Esperança;-13,578611;-39,70667;gm; 473;21,14;1497
amp1169;1050;32;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Camamu;Projeto de Assentamento Zumbi dos Palmares;-14,017778;-39,14333;gm; 115;23,78;2215
amp1170;1050;24;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Ibirapitanga;Fazenda Pedra Formosa;-13,952500;-39,45111;gm; 318;22,38;1711
amp1171;1050;20;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Itamari;Fazenda Alto São Roque;-13,864444;-39,67278;gm; 625;20,48;1542
amp1172;1050;17;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Uruçuca;Fazenda Caititu;-14,423889;-39,06056;gm; 104;24,00;2046
amp1173;1050;18;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Una;Reserva Particular do Patrimônio Natural Ecoparque de Una;-15,166389;-39,05944;gm;  64;24,11;1827
amp1174;1050;16;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Arataca;Fazenda Boa Sorte, Fazenda Orion;-15,227500;-39,38361;gm; 326;22,54;1493
amp1175;1050;24;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Jussari;Reserva Particular do Patrimônio Natural Serra do Teimoso;-15,155278;-39,52694;gm; 297;22,97;1285
amp1176;1050;19;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Una;Reserva Biológica de Uma;-15,171944;-39,06139;gm;  39;24,25;1819
amp1177;1050;21;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Canavieiras;Fazenda Monte Cristo;-15,619722;-39,16111;gm;  29;24,13;1565
amp1178;1050;19;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Belmonte;Fazenda Taquara;-15,973611;-39,37361;gm; 172;23,44;1227
amp1179;1050;23;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Itapebi;Fazenda Palmeiras;-15,926667;-39,63583;gm; 247;23,30;1017
amp1180;1050;39;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Porto Seguro;Reserva Particular do Patrimônio Natural Estação Veracruz;-16,324444;-39,12083;gm;  67;23,95;1608
amp1181;1050;13;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Santa Cruz de Cabrália;Mata Cara Branca;-16,286389;-39,42389;gm; 142;23,74;1276
amp1182;1050;34;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Guaratinga;Fazenda Vista Bela;-16,599167;-39,91389;gm; 321;23,29; 989
amp1183;1050;22;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Porto Seguro;Parque Nacional Pau Brasil;-16,512500;-39,30333;gm; 106;23,87;1427
amp1184;1050;25;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Prado;Parque Nacional Descobrimento;-17,106667;-39,33972;gm;  85;24,11;1304
amp1185;1050;18;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Teixeira de Freitas;Fazenda Alcoprado;-17,291944;-39,67306;gm; 126;24,09;1124
amp1186;1050;20;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2001; 9;2002; 20;Brazil;Bahia;BR-BA;Itamaraju;Fazenda Princesa do Pajaú;-17,169167;-39,84167;gm; 213;23,84;1113
amp1187;1051;20;co;tp,sw;as;NA;NA;ni;10;2007; 1;2008;  3;Brazil;Bahia;BR-BA;São Desidério;Parque Municipal Lagoa Azul;-12,371944;-44,88028;gm; 658;23,55;1126
amp1188;1051;19;co;tp;as;NA;NA;ni;10;2007; 1;2008;  3;Brazil;Bahia;BR-BA;São Desidério;Estrada de Correntina para São Desidério;-13,171389;-44,61528;gm; 579;23,98; 972
amp1189;1052;29;co;tp,pp;as,qs;NA;NA;tw,ni;11;2006; 1;2007;  2;Brazil;Bahia;BR-BA;Miguel Calmon;Parque Estadual das Sete Passagens;-11,392500;-40,52778;gm;1038;19,49; 959
amp1190;1053;28;co;fo,pp;as,sb;NA;NA;da,tw,ni;10;2001; 3;2005; 41;Brazil;Goiás;BR-GO;Pontalina;Pontalina;-17,525000;-49,44722;gms; 605;23,33;1570
amp1191;1053;28;co;fo,pp;as,sb;NA;NA;da,tw,ni;10;2001; 3;2005; 41;Brazil;Goiás;BR-GO;Quirinópolis;Quirinópolis;-18,448333;-50,45167;gms; 520;23,37;1562
amp1192;1053;22;co;fo,pp;as,sb;NA;NA;da,tw,ni;10;2001; 3;2005; 41;Brazil;Goiás;BR-GO;Santa Rita do Novo Destino;Santa Rita do Novo Destino;-15,135278;-49,12028;gms; 794;22,92;1512
amp1193;1054;36;co;tp,pp,sw;as,sb;NA;NA;ni;11;2007; 3;2009; 16;Brazil;Goiás;BR-GO;Rio Verde;NA;-17,801667;-51,08944;gms; 823;21,90;1665
amp1194;1055;19;co;is;as;NA;NA;da,tw,ni; 8;2003;10;2004; 14;Brazil;Minas Gerais;BR-MG;Catas Altas;Reserva Particular do Patrimônio Natural Serra do Caraça;-20,102778;-43,49889;gm;1297;17,21;1579
amp1195;1056; 7;co;tp;as;NA;NA;tw,ni; 8;2007; 7;2008; 11;Brazil;Minas Gerais;BR-MG;Araponga;Serra do Brigadeiro;-20,715278;-42,48611;gms;1431;15,77;1488
amp1196;1056;15;co;la;as;NA;NA;tw,ni; 8;2007; 7;2008; 11;Brazil;Minas Gerais;BR-MG;Araponga;Serra do Brigadeiro;-20,721944;-42,47861;gms;1367;16,02;1469
amp1197;1056; 6;co;is;as;NA;NA;tw,ni; 8;2007; 7;2008; 11;Brazil;Minas Gerais;BR-MG;Araponga;Serra do Brigadeiro;-20,735278;-42,49111;gms;1460;15,65;1490
amp1198;1056; 9;co;br;as;NA;NA;tw,ni; 8;2007; 7;2008; 11;Brazil;Minas Gerais;BR-MG;Araponga;Serra do Brigadeiro;-20,736667;-42,49361;gms;1294;16,46;1442
amp1199;1056; 4;co;is;as;NA;NA;tw,ni; 8;2007; 7;2008; 11;Brazil;Minas Gerais;BR-MG;Araponga;Serra do Brigadeiro;-20,731667;-42,46361;gms;1158;16,98;1406
amp1200;1057;14;co;NA;as;NA;NA;ni; 2;2015; 6;2015;  4;Brazil;Minas Gerais;BR-MG;Diamantina;Salitre Cave;-18,277778;-43,53667;gm;1118;19,05;1376
amp1201;1057;15;co;NA;as,tr;NA;NA;ni; 4;2010; 3;2011; 11;Brazil;Minas Gerais;BR-MG;Diamantina;Soberbo River;-18,193889;-43,59056;gm;1381;17,87;1443
amp1202;1057;34;co;NA;as;NA;NA;ni;10;2010; 5;2011;  7;Brazil;Minas Gerais;BR-MG;Olhos-d'Água;Parque Nacional das Sempre-Vivas;-17,793056;-43,74944;gm;1180;19,15;1226
amp1203;1057;44;co;NA;as;NA;NA;ni; 9;2010;10;2011; 13;Brazil;Minas Gerais;BR-MG;Santo Antônio do Itambé;Parque Estadual do Pico do Itambé;-18,430833;-43,33833;gm;1246;18,06;1483
amp1204;1058;33;co;tp,pp,la,sw,is;as;NA;NA;ni; 4;2002;10;2004; 30;Brazil;Minas Gerais;BR-MG;São Gonçalo do Rio Abaixo;Estação de Pesquisa, Desenvolvimento Ambiental de Peti;-19,893611;-43,38222;gm; 755;20,23;1448
amp1205;1059;43;co;sp,sw,is;as;NA;NA;da,tw,ni;10;2001; 9;2002; 11;Brazil;Minas Gerais;BR-MG;Catas Altas;Reserva Particular do Patrimônio Natural Serra do Caraça;-20,095000;-43,47306;gm;1550;16,00;1645
amp1206;1060;18;co;tp,pp,la,is;as;NA;NA;da,tw,ni; 7;1980; 6;1983; 35;Brazil;Minas Gerais;BR-MG;Poços de Caldas;Morro do Ferro;-21,903333;-46,50028;gm;1311;17,86;1697
amp1207;1061; 5;ab;fo;NA;pt;NA;mo,da,tw,ni;11;2011; 9;2012; 10;Brazil;Minas Gerais;BR-MG;Caratinga;Reserva Particular do Patrimônio Natural Feliciano Miguel Abdala;-19,740278;-41,79139;gm; 399;21,81;1214
amp1208;1061; 5;ab;fo;NA;pt;NA;mo,da,tw,ni;11;2011; 9;2012; 10;Brazil;Minas Gerais;BR-MG;Caratinga;Reserva Particular do Patrimônio Natural Feliciano Miguel Abdala;-19,731111;-41,82194;gm; 522;21,14;1223
amp1209;1061; 5;ab;fo;NA;pt;NA;mo,da,tw,ni;11;2011; 9;2012; 10;Brazil;Minas Gerais;BR-MG;Caratinga;Reserva Particular do Patrimônio Natural Feliciano Miguel Abdala;-19,709167;-41,82444;gm; 456;21,58;1213
amp1210;1061; 5;ab;fo;NA;pt;NA;mo,da,tw,ni;11;2011; 9;2012; 10;Brazil;Minas Gerais;BR-MG;Caratinga;Reserva Particular do Patrimônio Natural Feliciano Miguel Abdala;-19,719167;-41,82528;gm; 542;21,08;1228
amp1211;1062;11;co;is;as;NA;ae;tw,ni; 4;2007;12;2007;  8;Brazil;Minas Gerais;BR-MG;Carrancas;Chapada das Perdizes;-21,592778;-44,58861;gms;1505;17,02;1728
amp1212;1063;40;co;fo,tp,la,sw,ll,is;as,sb,tr;pt;NA;mo,da,tw,ni; 8;2005; 3;2008; 31;Brazil;Minas Gerais;BR-MG;Ituiutaba;Bacia do rio Tijuco;-18,931667;-49,58139;gms; 551;23,07;1456
amp1213;1064;35;co;fo,tp,pp,sw,is;as;pt;NA;mo,da,tw,ni; 9;2013; 3;2015; 18;Brazil;Minas Gerais;BR-MG;São Gonçalo do Rio Preto;Parque Estadual Rio Preto;-18,194722;-43,28750;gm;1303;18,03;1434
amp1214;1065;37;co;fo,tp,pp,sw,ll,is;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Minas Gerais;BR-MG;Lima Duarte;Parque Estadual do Ibitipoca;-21,706667;-43,88500;gm;1433;16,62;1641
amp1215;1066; 8;ab;fo;NA;pt;NA;mo,da,tw,ni; 1;2011;12;2011; 11;Brazil;Minas Gerais;BR-MG;Alfenas;NA;-21,381667;-45,92694;NA; 831;20,10;1515
amp1216;1067;15;co;sp;as;NA;NA;da,tw,ni; 9;2007; 9;2008; 12;Brazil;Minas Gerais;BR-MG;Viçosa;Estação de Pesquisa, Treinamento, Educação Ambiental Mata do Paraíso;-20,800278;-42,85861;gms; 777;19,16;1294
amp1217;1067;12;co;sp;as;NA;NA;da,tw,ni; 9;2007; 9;2008; 12;Brazil;Minas Gerais;BR-MG;Viçosa;Estação de Pesquisa, Treinamento, Educação Ambiental Mata do Paraíso;-20,800278;-42,86250;gms; 777;19,16;1294
amp1218;1068;15;co;tp;as;NA;NA;tw,ni;10;2004;10;2008; 48;Brazil;Minas Gerais;BR-MG;Ouro Preto;Parque Estadual do Itacolomi;-20,431111;-43,48667;gms;1590;15,90;1644
amp1219;1069;14;co;sp,sw,os;as;NA;NA;da,tw,ni; 8;1996; 7;1997; 11;Brazil;Minas Gerais;BR-MG;Santana do Riacho;Serra do Cipó;-19,279722;-43,59333;gms;1093;19,00;1478
amp1220;1070;26;co;is,os;as;NA;NA;da,tw,ni;11;1999; 2;2000;  3;Brazil;Minas Gerais;BR-MG;Santana do Riacho;Serra do Cipó;-19,280000;-43,54722;gm;1224;18,23;1540
amp1221;1071;43;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Minas Gerais;BR-MG;Morro do Pilar;Serra do Cipó;-19,257778;-43,51444;gm;1234;18,06;1593
amp1222;1072;38;co;NA;NA;NA;NA;NA;NA;1982;NA;1997;NA;Brazil;Minas Gerais;BR-MG;Marliéria;Parque Estadual do Rio Doce;-19,706389;-42,57583;NA; 272;22,88;1214
amp1223;1073;39;co;fo,tp,sp,pp,la,sw,ll,is,br;as;NA;ae,in;mo,da,tw,ni; 2;2003; 1;2005; 23;Brazil;Minas Gerais;BR-MG;Almenara;Complexo Limoeiro (Fazenda Limoeiro, Fazenda Bela Vista);-16,027500;-40,85361;gms; 501;22,48; 818
amp1224;1073;30;co;fo,tp,sp,pp,la,sw,ll,is,br;as;NA;ae,in;mo,da,tw,ni; 4;2003; 6;2004; 14;Brazil;Minas Gerais;BR-MG;Bandeira;Complexo Bandeira (Fazenda Bom Jardim, Fazenda Serra Azul, Mata da Balbia);-15,817778;-40,52389;gms; 606;21,55; 957
amp1225;1073;28;co;fo,tp,sp,pp,la,sw,ll,is,br;as;NA;ae,in;mo,da,tw,ni; 2;2003; 3;2004; 13;Brazil;Minas Gerais;BR-MG;Salto da Divisa;Complexo Santana (Fazenda Santana, Fazenda Ondina, Fazenda Jaboti);-16,085278;-40,03417;gms; 136;24,63; 828
amp1226;1073;36;co;fo,tp,sp,pp,la,sw,ll,is,br;as;NA;ae,in;mo,da,tw,ni;10;2003; 1;2005; 15;Brazil;Minas Gerais;BR-MG;Santa Maria do Salto;Complexo Cariri (Fazenda Duas Barras);-16,410000;-40,05639;gms; 838;20,21;1013
amp1227;1073;27;co;fo,tp,sp,pp,la,sw,ll,is,br;as;NA;ae,in;mo,da,tw,ni; 6;2003;12;2003;  6;Brazil;Minas Gerais;BR-MG;Ladainha;Complexo Mumbuca (Fazenda Mumbuca, Fazenda das Araras);-17,625278;-41,96889;gms; 719;21,27;1044
amp1228;1073;38;co;fo,tp,sp,pp,la,sw,ll,is,br;as;NA;ae,in;mo,da,tw,ni; 9;2004;12;2004;  3;Brazil;Minas Gerais;BR-MG;Poté;Complexo Nossa Senhora de Fátima (Fazenda Nossa Senhora de Fátima, Fazenda Bálsamo);-17,752500;-41,73778;gms; 477;22,56;1027
amp1229;1074;20;co;fo;as;NA;NA;da,tw,ni;11;2001; 1;2002;  2;Brazil;Minas Gerais;BR-MG;Rio Novo;Mata dos Bentes;-21,510833;-43,16306;gms; 421;21,31;1333
amp1230;1074;20;co;fo,pp,sw;as;NA;NA;da,tw,ni;11;2001; 1;2002;  2;Brazil;Minas Gerais;BR-MG;Rio Novo;Mata da Cabeceira;-21,523056;-43,18361;gms; 410;21,35;1332
amp1231;1075;26;co;fo;as,tr;NA;NA;ni;12;2011; 2;2014; 26;Brazil;Minas Gerais;BR-MG;Alfenas;NA;-21,425000;-45,98417;gms; 804;20,22;1521
amp1232;1076;24;co;la,sw,is;as;pt;NA;mo,da,tw,ni; 8;2003; 5;2005; 21;Brazil;Minas Gerais;BR-MG;Monte Belo;Reserva Particular do Patrimônio Natural Fazenda Lagoa;-21,405000;-46,25389;gm; 894;19,69;1530
amp1233;1077;29;co;fo,pp,la,sw,is;as,sb;pt;tp;mo,da,tw,ni; 8;2003; 5;2005; 21;Brazil;Minas Gerais;BR-MG;Monte Belo;Reserva Particular do Patrimônio Natural Fazenda Lagoa;-21,405000;-46,25389;gms; 894;19,69;1530
amp1234;1078;17;co;fo,sw,is;as;NA;NA;mo,da,tw,ni;10;2010;12;2010;  2;Brazil;Minas Gerais;BR-MG;Descoberto;Reserva Particular do Patrimônio Natural Alto de Boa Vista;-21,366389;-42,94972;gms;1121;17,86;1528
amp1235;1079;14;co;la,is;as;NA;NA;da,tw,ni; 3;2002; 3;2003; 12;Brazil;Minas Gerais;BR-MG;Rio Acima;Condomínio Canto das Águas;-20,125000;-43,87500;gms; 877;20,20;1498
amp1236;1080;22;co;tp,pp;as;NA;NA;da,tw,ni; 9;2003;12;2004; 15;Brazil;Minas Gerais;BR-MG;Catas Altas;Reserva Particular do Patrimônio Natural Santuário do Caraça;-20,108611;-43,49000;gms;1294;17,25;1571
amp1237;1081;14;co;pp,la,sw,ll,is;as;pt;NA;da,tw,ni; 9;2006; 9;2007; 12;Brazil;Minas Gerais;BR-MG;Nova Lima;Reserva Particular do Patrimônio Natural Mata Samuel de Paula;-20,001111;-43,87111;NA; 925;20,19;1517
amp1238;1082;32;co;fo,pp,la,ll,is;as,sb;pt;NA;mo,da,tw,ni; 1;2008; 1;2009; 12;Brazil;Minas Gerais;BR-MG;Brumadinho;Instituto Inhotim;-20,123889;-44,21833;gms; 791;20,82;1506
amp1239;1083;15;co;fo;NA;pt;NA;mo,da,tw,ni; 1;2010; 5;2011; 16;Brazil;Minas Gerais;BR-MG;Ouro Branco;Parque Estatual da Serra do Ouro Branco;-20,494167;-43,60556;gms;1070;18,43;1451
amp1240;1084;18;ab;tp,la,ll;as;ft;NA;tw,ni;10;2013; 9;2014; 11;Brazil;Minas Gerais;BR-MG;OuroPreto;Estação Ecológica do Tripuí;-20,385000;-43,54000;gms;1222;17,52;1525
amp1241;1084;10;ab;tp,ll,is;as;ft;NA;tw,ni;10;2013; 9;2014; 11;Brazil;Minas Gerais;BR-MG;OuroPreto;Estação Ecológica do Tripuí;-20,381389;-43,54778;gms;1255;17,40;1531
amp1242;1084; 4;ab;fo;as;ft;NA;tw,ni;10;2013; 9;2014; 11;Brazil;Minas Gerais;BR-MG;OuroPreto;Estação Ecológica do Tripuí;-20,378611;-43,54111;gms;1270;17,33;1543
